CUSTOMER_NUMBER,anomaly_score,priority,rule_flags,offhours_trans_rate,burst_ratio,max_deviation,max_single_amount,avg_amount
408318,0.7752116052625763,Alert,2,0.0,0.9900990099009901,167.6923243589681,1000000000.0,441380000.0
630970,0.7729884834701621,Critical,3,0.10655737704918032,2.787997710735018,167.6923243589681,370130500.0,81943633.4262295
160339,0.7676696175397388,Critical,4,0.27783452502553624,3.206402609981139,167.6923243589681,314692000.0,37647136.87946884
9528,0.76529835088626,Alert,2,0.0,1.9867549668874172,167.6923243589681,850000000.0,324552215.1666667
978286,0.7647423569865148,Critical,3,0.08366533864541832,3.933879043153461,167.6923243589681,440167990.0,60510303.065737054
403557,0.7646152188521109,Alert,2,0.0,0.9900990099009901,167.6923243589681,1000000000.0,255450000.0
936697,0.7630616676208177,Critical,3,0.011111111111111112,2.8824833702882486,167.6923243589681,455310338.0,57806015.07777778
561840,0.7615907299104391,Critical,3,0.029585798816568046,3.302665723047889,167.6923243589681,456005111.0,77264378.20118344
730040,0.7615300917733718,Critical,3,0.10952380952380952,2.977632141330674,167.6923243589681,456974099.0,66829420.79047619
593041,0.7578936729064196,Alert,2,0.0,0.9900990099009901,167.6923243589681,970000000.0,199790000.0
745760,0.7570648015143121,Alert,2,0.0,0.9900990099009901,167.6923243589681,500000000.0,319378571.4285714
7012,0.7568394490329001,Critical,3,0.08793456032719836,3.252115404220614,167.6923243589681,491437000.0,63079717.14928425
587505,0.7544101040701279,Critical,3,0.01020408163265306,2.950452741886255,167.6923243589681,361477400.0,57736132.801020406
554683,0.7538021937964988,Critical,3,0.31313131313131315,2.3625213632250937,113.1864705882353,956000000.0,58740535.353535354
348242,0.7531879651596751,Critical,3,0.08103130755064457,3.1079517275582744,167.6923243589681,397962390.0,63938588.74769797
292247,0.7530086725894725,Critical,3,0.03282275711159737,3.2092566313721216,167.6923243589681,463397140.0,59878559.99124727
479071,0.7524432475854448,Alert,2,0.0,0.9900990099009901,167.6923243589681,553000000.0,263121126.2
586893,0.7492225897458192,Alert,2,0.11564625850340136,2.990033222591362,167.6923243589681,299675500.0,51785800.571428575
747140,0.7483170715150063,Critical,3,0.10018552875695733,3.064510159517377,167.6923243589681,397638000.0,56473588.126159556
406969,0.7482729991831634,Critical,3,0.4,1.7184401850627893,167.6923243589681,600000000.0,62906800.0
72411,0.7478786427885268,Critical,3,0.07857142857142857,3.2199083418421868,167.6923243589681,423015600.0,65011085.39642857
701968,0.7459591835736671,Alert,2,0.12962962962962962,2.2606138577467374,167.6923243589681,1000000000.0,236575511.5
330127,0.745713187832797,Critical,3,0.0076045627376425855,3.4703058254262276,167.6923243589681,1000000000.0,199195703.42205322
623017,0.7449662652338441,Critical,3,0.23333333333333334,1.8494055482166447,167.6923243589681,1000000000.0,96728319.63333334
911346,0.7420349071337017,Alert,1,0.034482758620689655,1.5737256243585356,167.6923243589681,300000000.0,151056689.6551724
14501,0.7411490458906821,Critical,3,0.022988505747126436,3.1955102508303748,167.6923243589681,390538100.0,72614562.57471265
387776,0.7399173128058433,Alert,2,0.0,1.7621145374449338,167.6923243589681,350000000.0,158887407.4074074
949294,0.7392485443768764,Alert,1,0.0,1.809564842740198,167.6923243589681,300000000.0,163700186.95652175
150875,0.7387623752174675,Critical,3,0.015151515151515152,2.8997180829641565,167.6923243589681,413962810.0,79747971.3080808
577275,0.7383880983747881,Alert,2,0.028708133971291867,4.300100224311555,167.6923243589681,195000000.0,25704633.50478469
467238,0.7374826474415412,Critical,3,0.0,3.0692779888921367,167.6923243589681,730000000.0,52796820.89705882
531039,0.7369629803806286,Alert,2,0.0,0.9900990099009901,167.6923243589681,1000000000.0,173566666.66666666
625048,0.7369048496014097,Critical,3,0.07606679035250463,3.0527289546716005,167.6923243589681,337352650.0,56436713.63079777
117609,0.7359111668341255,Alert,2,0.0,1.901743264659271,167.6923243589681,700000000.0,394443164.0
327132,0.7346086652926098,Alert,2,0.0,0.9900990099009901,167.6923243589681,500000000.0,280907777.7777778
914134,0.7337381841535718,Critical,3,0.0,5.278116118554609,123.375,399500000.0,77189591.8367347
476361,0.7328466730093229,Alert,2,0.11428571428571428,3.802281368821293,167.6923243589681,46600000.0,6767142.857142857
596443,0.7323706470917413,Alert,2,0.0,1.8018018018018016,167.6923243589681,1000000000.0,549666545.4545455
999661,0.731699097121389,Alert,2,0.0,1.809564842740198,167.6923243589681,960000000.0,147615855.13043478
550237,0.7285434856877835,Alert,2,0.4270833333333333,2.524150825802431,95.41153846153846,18000000.0,2614729.1666666665
264081,0.7272556692874551,Critical,4,0.21875,3.105590062111801,56.202253846153845,900000000.0,146710585.3125
